text,label
Innaleyaaane kandath super Padam..... ellarum famlyaaayi poyi kanan super abinayam,Not_offensive
ഞാൻ ഈ പടം കാണാൻ തന്നെ പോയത് ഒരേ ഒരു പേര് ഉള്ളത് കൊണ്ട് മാത്രം...  നൈല ഉഷ... its,Not_offensive
Goosebumps  kidilan trailer  #FDFS #GAMECHANGEROFMOLLYWOOD,Not_offensive
ഈ ഡ്രൈവിങ്‌ലൈസൻസ് ഒരു ഒന്നൊന്നര ഹെവി ലൈസൻസ് ആവട്ടെ എന്ന് പ്രത്യാശിക്കുന്നു..,Not_offensive
ഏട്ടന്റെ ഈ പടത്തിനു ഇക്ക ഫാൻസിന്റെ വിജയാശംസകൾ,Not_offensive
Comment boxing dqne kandavar like adi,Not_offensive
എന്നെ പോലൊരു സിനിമ പ്രേമി ഈ സിനിമക്ക് വേണ്ടി കാത്തിരിക്കാൻ ഒറ്റ കാരണം   UNNI R,Not_offensive
Sharukhante Fan movie pole ulla script aanenn thonunnu,Not_offensive
ഹേറ്റർസ് ഇല്ലാത്ത രണ്ടു നടന്മാർ ഇന്ദ്രൻസും വിനീത് ശ്രീനിവാസനും..All the best team,Not_offensive
00:42 njangade Grand center Mall muvattupuzha,Not_offensive
Puleede shante kayilulla speaker ethaa ariyuna machaanmaar comment,Not_offensive
Making videoyil ulla bgm koduthirunnu enkil polichenne But still,Not_offensive
Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu,Not_offensive
Sir release date kiya 14 june,not-malayalam
Thugs of Hindustan ട്രയ്ലർ അല്ലെ ഇത്‌..എന്തു പറ്റിക്കലാണ് ആൾക്കാരെ,Not_offensive
ഒരു വെടി യും പുക യും മാത്രമേ ഓര്‍മ ഉള്ളു ithenthonnith,Not_offensive
Ith nallavannam tamilnattil  irakkiyal 300cr aavumayirunnu,Not_offensive
Lal ettan fans evide adik likeadutha hit loading aann makkale,Not_offensive
Video kanunnathu munne comments aanunokye  ath kndple video sPrb aavummnnuthonni  powli  kAtta waiting fOr LUCIFER,Not_offensive
കൂറ ചളി മാത്രം. Love Action Drama Fixed. ശ്രീനിയേട്ടൻ നിവിൻ പൊളിച്ചടുക്കും ഈ ഓണം 1st show booked.,Not_offensive
Valip padam enn thonnunavar like adi,Offensive_target_insult_Group
```HIGH VOLTAGE INSIDE.. UNAUTHORIZED PERSONS KEEP OUT ```,not-malayalam
ഒരുപാടു  നാളുകൾക്കു ശേഷം ലാലേട്ടനെ കോമഡി വേഷം ചെയ്തത് കണ്ടു സന്തോഷം തോന്നിയവർ ലൈക്‌ അടിക്കു,Not_offensive
ബ്രോ ഈ ചാനൽ ഒന്നു #subscribe #PLEASE.,Not_offensive
ലാലേട്ടനെ ജീവന് തുല്യം സ്നേഹിക്കുന്ന അനിയത്തിമാർ ഉണ്ടോ,Not_offensive
Paatu kandappo inganonnum aayirunallallo parannjathu,Not_offensive
സിനിമ കണ്ടപ്പോഴല്ലേ 0:08 ഈ നോട്ടത്തിന്റെ അർത്ഥം മനസിലായത്,Not_offensive
അജയ് വാസുദേവ്... കഥ റബര് ബാൻഡ് പോലെ വലിച്ചു നീട്ടതിരുന്നാൽ മതി.. കഴിഞ്ഞ 2 സിനിമകളിലും ഫ്ലാഷ്ബാക് എല്ലാം വലിച്ചു നീട്ടി,Not_offensive
Jai marikkunnath kandappol othiri sangadamaayi,Not_offensive
മാമാങ്കത്തിൽനിന്നു ഷൈലോക്കിലേക്കുള്ള രൂപമാറ്റം അപാരം 🤝🤝🤛🥰🥰🥰awesome dialogue delivery,Not_offensive
എല്ലാത്തിലും Blog എഴുതി അഭിപ്രായം പറയുന്ന Mohanlal NRC ലും CAA ലും വാ തുറന്നിട്ടില്ല .... ഈ പടം എത്ര നല്ലതാണേലും കാണാൻ theatre il വരില്ല ....,Not_offensive
ee padathinu reach kuravanu.Trailerum pora.Pottum ennulla karyam guarantee.pinne fans vannu enne choriyan nikkenda.Sathyam ithaanu,Not_offensive
ഇപ്രാവശ്യത്തെ ഓണത്തിന്റെ കളക്ഷൻ റെക്കോർഡ് ഇട്ടിമാണി എടുക്കനെന്നു പറയാൻ പറഞ്ഞു  നിസ്സാരം നിസ്സാരം നമ്മളെ കൊണ്ട് പറ്റും ലാലേട്ടാ,Not_offensive
Jeyettan massa  kola mass  ennelum onnu kananm nnud,Not_offensive
Aaaa mundum pookal shirtum vere arund ithra look,Not_offensive
Polichu da mammo Latten fans like adichi pottik,Not_offensive
ഉള്ളംകൈയിൽ ഒത്തിരി നമ്പറുകളുമായി ഇട്ടിച്ചായൻ  ഓണം പൊടിപൊടിക്കാൻ എത്തുന്നു... അപ്പൊ എങ്ങനാ...? പൊളിക്കല്ലേ.. !!  ലാലേട്ടൻ ഫാൻസ്‌  like here..  #Ettimaanimadeinchina,Not_offensive
Nights... Days... Ithokke aayi mallu movie names,Not_offensive
eattaaa ini 8 day engane urangum,Not_offensive
Sab bahubali jaisi film nhi ho sakti,not-malayalam
അനാർക്കലി സിനിമ 2 part Venam Ennu parayunnavar Like adiii🤙,Not_offensive
Oru hit oru flop ath kondu ith angane karuthunulu,Not_offensive
എന്റെ റോഷൻ ഭായ്.. നിങ്ങൾ.... മാസ്സ് ആണ്,Not_offensive
ഇതു നിവിൻപോളി അല്ല. ഇതുവരെ കണ്ട കോഴിനിമ്പോളി അല്ല. ചേഞ്ജ്,Not_offensive
Mass aaaaaaatto .verum massalla  kola masssss🥰🥰🥰🥰🥰🤩🤩🤩🤩🤩,Not_offensive
സൂപ്പർ ഹിറ്റുകളുടെ തമ്പുരാൻ സിദ്ധിഖും കംപ്ലീറ്റ് ആക്ടർ ലാലേട്ടനും ഒന്നിക്കുന്ന ഈ സിനിമ ബ്ലോക്ക്‌ ബസ്റ്റർ ഹിറ്റ്‌ അടിക്കും എന്നുറപ്പുള്ളവർ ലൈക്ക്,Not_offensive
ഇവൻ എന്താണ് ഈ പറയുന്നത് ചിരിച്ചു ചിരിച്ചു പണ്ടാരം അടങ്ങി  🤣🤣,Not_offensive
Raja odiyante first day record thagarkum ennullavar like,Not_offensive
New Face Of Megastar  വില്ലന്റെ ചിരി,Not_offensive
rajuvettan marana mass .....laletan kola mass,Not_offensive
ഞാനും ഒരു ഫാൻ ആണ് നല്ല അസലു പൃഥ്വിരാജ് ഫാൻ  Level ...കട്ട വെയ്റ്റിംഗ്,Not_offensive
3 varshathe malayala thile idavelakku sesham veendum vidhya G.....,Not_offensive
Innale vare oru pratheekshayum illayirunna padam... Trailer kandappol oru  different film  aakum enn urappund.,Not_offensive
HAPPY BIRTHDAY NIVIN ACHAYA  Ichayan & lalettan fans nu like ivide adikkam,Not_offensive
Fahadh fazil ആയിരുനെകിൽ vineeth നു പകരം.. കിടുക്കിയേനെ,Not_offensive
Darbar Trailer    Shylock Teaser ...  katta Rajni Mammukka Fans like,Not_offensive
Ichaakkaa.. Pwolichu tto   All the best mammookka   By  lalettan fan,Not_offensive
Ee  trailer kandappo eniku darvintea parinamam film aa oorma vannea,Not_offensive
Ini madhu chettan brilliance kandu pidikendi varum,Not_offensive
മഞ്ജു ചേച്ചിയുടെ film ഇറങ്ങാൻ വേണ്ടി കാത്തിരിക്കുന്ന ശരാശരി മലയാളി 🥰🥰🥰🥰🥰🥰,Not_offensive
DIRECTION IS REALLY HEAVY...... SEEMS LIKE MORE INTERESTING SCENES AND MUCH EAGERNESS WAITING ABOUT........... ALL IN ALL KIDU............. ROMANJAM............,not-malayalam
1:49 തൊട്ടുള്ള ബിജിഎം പൊളിച്ചു...waiting for Driving License. #prithvirajsukumaran#surajvenjaramoodu#laljr,Not_offensive
2  nadimarod maathre njan ithra fan aayittullu.. 1. manju chechi 2. sunny chechi,Not_offensive
Hi ഞാൻ join ചെയ്തു തിരിച്ചും cheyo,Not_offensive
Enik. Albudham sidiqane aan 1kodi bajat aayalum. 100 kodi bajatayalum sidiq athil. Kanum. Legend.,Not_offensive
എജാതി പടം jose പൊറിഞ്ചുന്റെ fan ആരെകിലും undo,Not_offensive
രാജമാണിക്യത്തിന് ശേഷം വരുന്ന ഒരു ക്ലീൻ ബ്ലോക്ക്‌ബസ്റ്റർ ആവാനുള്ള എല്ലാ ചാൻസും കാണുന്നുണ്ട്,Not_offensive
Ufff onm prynilla power ikka.... by ettan fan,Not_offensive
ബേസിൽ നിന്നെ തല്ലും തിരിച്ചു തല്ലിയാൽ നിന്റെ കൈ ഞങ്ങ എടുക്കും.  ബേസിൽ fan.      പടം പൊളിക്കും അതുപോലെ നമ്മടെ ചെക്കൻ മിഥുൻ ജി as ബേസിൽ,Not_offensive
Antony perumbavor undaya monemarayirikum dislike adikunath,Offensive_target_insult_individual
തമിഴിലെ രാക്ഷസനെ വെല്ലുന്ന item ആകണേ കർത്താവെ,Not_offensive
നിവിൻ ചേട്ടന്റെ carrier best performance   കട്ട വെയ്റ്റിംഗ് ഫോർ രാജീവ് രവി ഫ്രെയിംസ്,Not_offensive
Uff  Romanjam.... Marana  mass,Not_offensive
മമ്മുക്കക്ക് വെച്ച film ആയിരുന്നു.. but എന്തൊക്കെ കാരണങ്ങൾ കൊണ്ട് അദ്ദേഹം വേണ്ടാന്ന് വെച്ചു... മമ്മുക്ക വേണ്ടാന്ന് വെച്ച് മറ്റുള്ളവർ ചെയ്തത് എല്ലാം  super ഹിറ്റ്‌കൾ ആയിരുന്നു... അത് പോലെ ഇതും ആവും എന്ന് പ്രദീക്ഷിക്കുന്നു,Not_offensive
alelum immade jayettane pettu THRISSUR slang pedakan  aledaaaaa GEDYOOLLEEEE🤘🤘🤘🤘,Not_offensive
I'm from karnataka but I hate kannada language,not-malayalam
Padam kanidit trailor kanan vanna arelum undo padam heavy 100 % mass entrtainer rajuetta.. Muthe,Not_offensive
ഒരു ഫാൻസ്‌  hates ആവുന്നത് ഇങ്ങനേ ഈ ഫിലിമിൽ കാണാ,Not_offensive
Lift il aanu helan nu manasilayavar like adikk,Not_offensive
Pinneum pinneum ithu kaanuna ethra peer und,Not_offensive
Addi poolliiii..odiyanna  kaall ushirooodukudiii  LUCIFER..MARANAA  MASSSSS,Not_offensive
Shahrukh Khans movie FAN njan kandatha. :),Not_offensive
SIR... PLEASE DUBBED FOR #TAMIL TRAILER FOR EXTRAORDINARY ......,not-malayalam
Padam pottumn orapulavar ivide like adik,Not_offensive
ഞാനേ.. എന്റെ കിളി പോയിരിക്കാണ്.. കരയാനും ഒന്നിനും പറ്റുന്നില്ല. നീയൊരു ഹെൽപ്പ് ചെയ്യോ,Not_offensive
Mwone ,Not_offensive
Yentha perfection maargam kaliku... Athangu kalakki ...,Not_offensive
Idhu Hollywood padathintea Malayalam dubbed an,Not_offensive
Enna parayan eneet ninnu thoyth povum,Not_offensive
Nalla trailer varmbol ayinorr samskarond...ath nhammal like adich kaath sukshikande...,Not_offensive
Raavanaaya avane illamdakkan oru mahaa avatharam thanne vendi varum,Not_offensive
Poojapura mohanan fans moonchi. ഇക്ക പൊളി,Offensive_target_insult_individual
Padam release aytt arengilum trailer kaanunnundo,Not_offensive
Dislike full odiyan kanji fans,Not_offensive
Ingane ulla films kanan ishtam allatha aalkar undo?,Not_offensive
പറ മോളെ... ഒന്നുമില്ല എട്ട... Fahadikka.. വേറെ ലെവൽ.. ഇതു പോലത്തെ നല്ല സിനിമകൾ വിജയിക്കട്ടെ,Not_offensive
പൊന്നുമക്കളെ  കിടിലം ... നമ്മുടെ  സിനിമ  വേറെ  ലെവല് ആകുവാണല്ലോ,Not_offensive
Ee padam hit aakum ennu orappullavar enik oru 100 like taa,Not_offensive
LALETTAN  UYIR  BAKKI ELLAM VERUM  MAYIR    LALETTAN,Not_offensive
Mammookka fight ohh romam ezhunetu nililkkum,Not_offensive
Pulimuruganile pole Climax il nala kidukachi fight und en urapa.,Not_offensive
Edo thallu menone direction padikanonkil rajuvetante aduthu chenna enganeyanennu padipichu tharum ?,Not_offensive
ഏത് പുന്നാര മക്കൾ aadaa dislike അടിച്ചേ,Offensive_Untargetede
1:23 PREDATOR movie BGM copycat !!! deepak dev anna,not-malayalam
മഞ്ജുചേച്ചിയുടെ പുതിയ സിനിമാവിശേഷങ്ങളും ചിത്രങ്ങളും ലഭിക്കുവാൻ താഴെ കൊടുത്തിരിക്കുന്ന പേജ് ലിങ്കിൽ കയറി ലൈക്‌ ചെയ്യുക.,Not_offensive
Enikku onnum kananda .. Angadu poliku ente itticha,Not_offensive
Naanundu I am a katta laalettan fan,Not_offensive
Die hard  Mohanlal Sir Sir,not-malayalam
Trailer kalakki #ROYAL MECH  Katta waiting,Not_offensive
Christiansinte idayil oru pere ullu Lucifer,Not_offensive
കട്ട ഏട്ടൻ ഫാൻസ്‌ അടി ലൈക്ക്,Not_offensive
Oru marana mass chitramaavatte laleeta lucifer,Not_offensive
Aentae ponnoo ithu vaerae level thannae laletta umahhh,Not_offensive
ഏത് ഇംഗ്ലീഷ് പടം കോപ്പി അടിച്ചത് ആണോ ആവോ,Not_offensive
1:01 Prithiraj  ano naduvil nilkunna aaal 🤔,Not_offensive
Kutam parayunavaru Maryadaku zha parayan ariyatha team anu,Not_offensive
Padam heavy aaNennu arinju trailer veendum kaaanam vannavar ivide like kkolim,Not_offensive
ന്റെ മോനെ ഇടിവെട്ട്....  i m waiting,Not_offensive
Ellavrum head set upayogichu kelk ,Not_offensive
Ith oru onnonnara itemm anello ikaaa.......,Not_offensive
Jelli kettinte trailer bgm pole ind,Not_offensive
മൂക്കുത്തി ചേച്ചി എന്നാണാവോ സിനിമയിൽ എന്ന് ആലോചിച്ച് ഇരിക്കുമ്പോഴണ് ഇവിടെ കണ്ടത്. എന്തായാലും ഇത്‌ പോളികും,Not_offensive
ഇട്ടിച്ചൻ ഫാൻസ് എല്ലാം ലൈക്ക് ബട്ടൺ അമർത്തി പൊട്ടിക്കൂ🥳,Not_offensive
Lijo jose movie aanenn vichaaricha aarelim inda..,Not_offensive
Churikayum chuzhati oru varavund massennonnum paranjaal pora maranamass      ikkaaaa,Not_offensive
cinema kandu....addipoli.. adyamaayitta oru cinema adhe divasam 2 thavana theatril kaanunne,Not_offensive
Poster kandu malayalam aaanoo enn vilayiruthan abrid shine kandu nnitt vannatha ndappo,Not_offensive
psc padikkunna katta  ikka fans ente  channeline onn subscribe chyamo . .NB : Katta ikka fanz matram,Not_offensive
ith Mic lu baylu parena pole ind. Pidikityavar like,Not_offensive
ഇട്ടിച്ചായനെ ഇന്നലെ കോഴിക്കോടന്ന് കണ്ട ലെ ഞാൻ,Not_offensive
2020 ile psycho thriller Rakshasa minnichekane🤩,Not_offensive
Dialogue ok യാണ് എന്നാൽ videos       ഒക്കെ മറ്റു സിനിമകളുടെ തുമാണ് Pirates of the Caribbean ഒക്കെ ഇതിലുണ്ട്,Not_offensive
Titles look like HOBBS'S AND SHAW'S FAST AND FURIOUS,not-malayalam
ഈ സിനിമ ഒരു വിജയമാകട്ടെന്നു ആശംസിക്കുന്നു... all the best ചാക്കോച്ചൻ and team..,Not_offensive
Ente ponno Malayalam rakshasan loading,Not_offensive
film kande kazhinnitte trailer onnoode kaanumbool ore resam...... shoubin masss........,Not_offensive
Evideyekeyo oru pulimurugan background thonniyavar like adi,Not_offensive
Big brotherinekallum shylock Kannan agrahamullavarr like chyuuu,Not_offensive
E padatinda second varumo ? Please,Not_offensive
Ee varsham pirannitt oru nalla movie kandu,Not_offensive
Climax kunchako boban villan athu urappa,Not_offensive
Whatsapp status ലെ പോലെ ആ triangal എഫക്ട് വന്നിലെങ്കിൽ ടീസർ ഒരു  ഒരു വൃത്തി ഉണ്ടയെന്നെ...,Not_offensive
Editing വൻ മോശം.ഇക്ക screen presence maaassssss,Not_offensive
നിവിൻ ഈ റോൾ ചേരില്ല എന്ന് പറഞ്ഞവരൊക്കെ ഇവിടെ കമോൺ  #bhaiarrives,Not_offensive
HAPPY BIRTHDAY MAMMOOKA BY ETAN FAN,not-malayalam
ഇതൊക്കെ സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറെ,Not_offensive
E mohanlal and pdithvi  veendum kothippikkuanello,Not_offensive
Ijjathi trailer uff ponnooo.... Oru raksha illaa.. Polichuu Ithavana vishu #Madhura Raja kondu pokum enn urappullar ivide thottit poo...,Not_offensive
oooh ..dark .rajee  ravikku oru identity und  ,Not_offensive
ട്രൈലെർ കിടു  Wishes to Janapriya Nayakan Dileepettan from Lalettan Fans,Not_offensive
Indrajith LUCIFER ennu paranjappo,Not_offensive
Mohan lal sir superking nagarjuna fans,not-malayalam
Android kunjappan   കാണാൻ ഈ ലിങ്കിൽ ക്ലിക്ക് subscrib & support,Not_offensive
Namude swantham mammookkayk lalettan fansinte vaka asamsakal..mamangam nalloru thirich varav sammanikatte.. trailer kidukiyitund,Not_offensive
0.44  .. angane athine kondu oru upayogam undaayi .. kottayamkarke manasilavoo..,Not_offensive
കിടിൽക്കിടിലം ...... ട്രൈലെർ കാണുമ്പോൾ തന്നെ അറിയാം ഇത് ഒരു ഒന്നൊന്നര സംഭവം ആയിരിക്കുമെന്ന് ......,Not_offensive
Orikalum pratheekshichilla..... Abride shine Sherikkum nigal arannu...??,Not_offensive
VERSION 2.0 ALLAYIRUNO???IPPO ANGANE 5.25 AYIII.??,Not_offensive
നിങ്ങളുടെ വീട്ടിൽ ചെറിയ ഡിഷ് ആന്റിന ഉണ്ടെങ്കിൽ 150 ചാനലുകൾ സൗജന്യം ആയി ആജീവനാന്തം കാണാം.മാസ വാടക ഒന്നും വേണ്ട.,Not_offensive
Song ഇങ്ങനെ ആണെകിൽ ഒന്നും നോക്കാൻ ഇല്ല പടം dobell hit ആവും എന്ന് ഉറപ്പാ ഏട്ടൻ മാസ്സ് ആണ്,Not_offensive
Madhuraraja mass 2 days 2 million views,Not_offensive
ഇതാണോ ട്രെലിയർ,Not_offensive
Njan Mohanlal fan aanenkilum....... Ikka Namichu,Not_offensive
Shahrukh khan nde fan cinema pole tonunu...adilum revenge aanu ...endaaylum idu polikum,Not_offensive
Chirstiyanikalude...edayil avante.  Peru.... LUCIFER .' . . AdipowLi...diaLog....🥰🥰    🤩🤩,Not_offensive
laletta oru raksha illaa all over super annu.. thanks to prithvi,Not_offensive
ഈ സിനിമ ഒരു വിജയമാകട്ടെന്നു ആശംസിക്കുന്നു... all the best ചാക്കോച്ചൻ and team..,Not_offensive
മമ്മൂക്ക ഫാൻസിന്റെ എല്ലാവിധ ആശംസകളും...ഇക്കാ ഫാൻസ് ലൈക് അടിക്കു...,Not_offensive
ആഷിക് അബു effect തോന്നിയത് ഇവിടെ എനിക്ക് മാത്രമാണോ,Not_offensive
Nale oru blast undakumallo... Katta waiting..,Not_offensive
that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa,Not_offensive
തിരുമ്പി വന്നിട്ടേന്ന് സൊല്ല്       * ജോഷി*,Not_offensive
ആഹാ പുറപ്പാട് കണ്ടിട്ട് പൂന്തു വിളയാടാൻ ഉള്ള പരിപാടി ആണെന്ന് തോന്നുന്നല്ലോ . mammookka in full energy,Not_offensive
trailer kanndal arinjoode e padam  puliyakum ennu,Not_offensive
Ente ponno adaaar ite linto annaaa Namichu mone   Shylock,Not_offensive
ഇങ്ങള്  ആളെ പറ്റിക്കാണോ.... ഇതെന്നേലും റിലീസ് ആകുമോ,Not_offensive
Trailor ok ...kozapilla enni movie kandal ariyam,Not_offensive
Naaanavum maanavum undoda ooolakale trailer verunathinte munb Thane degrade cheyaaan.,Offensive_Untargetede
Rajuvettan full family aayittaanallo onathinu  Lad l mallika sukumaran naayakante amma,Not_offensive
എന്റെ പെന്നോ ഇത് മരക്കാർ സിനിമ ഡയലോഗ് അല്ല .... മരക്കാർ നാടകം മാണ് പണ്ട് ലാലേട്ടൻ ഒരു സ്റ്റേജിൽ ചെയ്തത് ....,Not_offensive
Dha dhidhu polorennam mathi njanga malayalekalkku 300 koodi dae saaho onnum vendaeeee....,Not_offensive
മലയാളത്തിനും ഉണ്ടെന്ന് പറഞ്ഞേക് അസ്സൽ ത്രില്ലർ  Waiting,Not_offensive
ഇതൊക്കെ  സ്കൂൾ പിള്ളേരോട് പോയി പറ സാറേ,Not_offensive
Joshy sir നും ജോജു വിനും വേണ്ടി ഇത് ഹിറ്റാക്കണം,Not_offensive
superb trailer  dileepettan & sidhique ikka best of luck,not-malayalam
കൊലഗാണിൽ ഇരിക്കെ അവനെ കൊല്ലമാ വിടമാട്ടെ 🤩,Not_offensive
ഇതൊക്കെ സ്കൂൾ പിള്ളാരോട് പോയി പറ അതിന് ശേഷമുള്ള ഫൈറ്റ് മിന്നിച്ചു,Not_offensive
നല്ല ക്ലീഷെ ഉള്ളത് പോലെ തോന്നി ..,Not_offensive
സുരാജേട്ടൻ ഈ പടം ഇങ്ങെടുത്തു എന്ന് പറയാൻ പറഞ്ഞു,Not_offensive
Ithu song ano clip ano?? Full dialogues anallo..,Not_offensive
Megastar  Mammookka  Waiting 4 Mamangam  Nov 21,not-malayalam
Manju ഒരേ പൊളി..  കട്ട waiting..,Not_offensive
itrem nalum  kathu 6 manikkoor koode kakkam,Not_offensive
Adutha Balakrishna akanulla sramamano Mr Mammootty sir ? 🤬 Nalla bore ayittu undu 🤨,Not_offensive
MAMMOKKADE  MASS  DILOGINTE IDAYIL  SHAJON  VOICE  ORU DIALOGUE  KOLLATHE  THONNNIII,Not_offensive
Ola pola cola bola  *Mataka gatka satka Kya bol re baap*!!🤣🤣,not-malayalam
Any Malayalam people like hit,not-malayalam
Ufff  ijjathiii iteam......  Katta Waiting,Not_offensive
ഈ സിനിമയിലെ ഓരൊ കഥാപാത്രവും നമ്മുടെയൊക്കെ ഉള്ളിലുണ്ട് ,Not_offensive
ഇട്ടിമാണിയുടെ മാർഗ്ഗം കളിക്കൊപ്പം ഈ ശ്രീകൃഷ്ണ നൃത്തവും supoort ചെയ്യണേ,Not_offensive
കാണുമ്പോൾ പഴയ കുട്ടികാലം ഓർമ വരുന്നു  തിരിച്ചു കിട്ടാത്ത ആ കാലം,Not_offensive
1.7 M views 167k like 17 k comment ⏰ 5:5AM,not-malayalam
Guys ente channel onnu subscribe cheyyaamo 🥰,Not_offensive
കുഞ്ഞാലി മരയ്ക്കാർ സംസാരിക്കേണ്ടത് യഥാർത്ഥത്തിൽ വടകര ഭാഷയാണ്. കാരണം കുഞ്ഞാലിയുടെ വീട് വടകരക്കടുത്ത് ഇരിങ്ങൽ ക്രാഫ്റ്റ് വില്ലേജിനടുത്തെ കോട്ടക്കലിൽ ആണ്. പിന്നെ എന്തിനാണ് കുഞ്ഞാലി മരയ്ക്കാരെ കൊണ്ട് കിളിച്ചുണ്ടൻ ഭാഷ പറയിക്കുന്നെ?  ഉറുമി സിനിമയിൽ മോശമല്ലാത്ത രീതിയിൽ വടക്കെ മലബാർ ഭാഷ ഉപയോഗിച്ചിട്ടുണ്ടല്ലോ . അങ്ങനെ ചെയ്തൂടെ ... this    trailer Pls watch & compare both,Not_offensive
മൊയ്തീനെ..... ദേ ...ഒരു തത്തുമ്മ പറന്ന് പറന്ന് പോണ്,Not_offensive
മുംബൈ ഫിലിം ഫെസ്റ്റിവലിൽ (മാമി) പ്രദർശിപ്പിച്ച ഗീതു മോഹൻദാസ് - നിവിൻ പോളി ചിത്രം മൂത്തോന്റെ റിവ്യൂ.,Not_offensive
ജോഷി സാറും ജോജു ചേട്ടനും ഇതിനപ്പുറം എന്ത് വേണം   ഫസ്റ്റ് ഡേ കാണും എന്നുറപ്പുള്ളവർ അടി ലൈക്,Not_offensive
#അച്ചായൻ കൊല മാസ്സ്.. ഒരു രക്ഷയുമില്ല...,Not_offensive
Adikkada makkale like mega star daa,Not_offensive
Njaan aadym vichaariche punyalan 3 aanenaa,Not_offensive
Margam kali kaanan vanna machanmaru like adiche..,Not_offensive
മഞ്ജുവിന് പോലീസ് വേഷം കിട്ടിയാൽ വളരെ നന്നായിരിക്കും,Not_offensive
Katta waiting mone aganeyenkilum 8or clock aayikundenkil,Not_offensive
Poli next mass movie in mohalal carrier,Not_offensive
Prathi poovan kozhi teaser kandittu,Not_offensive
ദാരിദ്യ്രം പിടിച്ച ഡയലോഗും  BGM ഉം,Not_offensive
Da ഈ പറയുന്നവനിക് ഇത്തിരി കഞ്ഞി കൊടുക്ക്.അവൻ പറഞ്ഞു കുഴഞ്ഞു.ദാരിദ്ര്യം വല്ലാണ്ട് പിടിപെട്ടിരിക്കുന്നു.,Not_offensive
Jayettan  porikkum urappa    Jayettan super aa  tcr    Slangil,Not_offensive
Mammookka fans like ivde Adi makkale,Not_offensive
വെയ്റ്റിംഗ്  ഫോർ  ആ ത്രില്ലെർ,Not_offensive
Njum idakk idakk like cmt nokkunnu,Not_offensive
പൊറിഞ്ചുവും മറിയവും ജോസും  ജോഷി സാറിന്റെ  ഒപ്പം കൂടി ഒരു  തൃശൂർ  പൂരമാണ് ഒരിക്കിയിരിക്കുന്നത്  എന്നു ഇതു കണ്ടപ്പോൾ manasilayi,Not_offensive
ഓരോ ടൈപ്പ് മനുഷ്യന്മാർ അല്ലേ മോളെ  ഷമ്മി ഹീറോ ആടാ ഹീറോ  ഫഹദ് ഇക്ക സൗബിൻ ഇക്ക,Not_offensive
മലയാള സിനിമ ഇത് എന്തിനുള്ള പുറപ്പാടാ. amazing,Not_offensive
Manju chechide movek njngal ella MOHANLAL fansintem vijayashamsakal,Not_offensive
Trissur pooram mathramalla nalla  terror gundayisom ulla naadanu trissur ennu arkelum ariyo?,Not_offensive
Laletta adich policho laletta Nigaloru muthaan ie padam Vijayikom nokiko apo,Not_offensive
സൗണ്ട് മോഡലാഷൻ എന്നു പറഞ്ഞാൽ എന്താണെന്ന് ശരിക്കു അറിയാത്തവന്മാരാണ് മമ്മൂക്കയെ....പൊക്കി കൊണ്ടു നടക്കുന്നത് ആ..കാക ഫാസിൽ ആണ് അതിനു വിത്തു വിതച്ചത്..ഇപ്പോഴും അതും കേട്ടു കുളിരു കൊറിനടക്കുന്ന ഇക്ക ഭക്തന്മാരെ...ഇതു ലാലാണ്.... നിങ്ങൾ എത്ര degred ചെയ്യ്തിട്ടും കാര്യമില്ല...അങ്ങേര് തന്നെ...മലയാളം സിനിമ തുടർന്ന് ഭരിക്കും,Not_offensive
മമ്മൂക്ക ഫാൻസ്‌  അടി ലൈക്ക്,Not_offensive
സൂപ്പർ ട്രൈലെർ.. ട്രൈലെർ കാണുമ്പോൾ തന്നെ അറിയാൻ പറ്റുന്നുണ്ട് എത്ര സീരിയസ് ആയി ഈ സിനിമയെ ഗീതു മോഹന്ദാസ് ആൻഡ് നിവിൻ പൊളി മറ്റുള്ള എല്ലാ അണിയറപ്രവർത്തകരും സമീപിച്ചിരിക്കുന്നു എന്ന്.. ഗുഡ് ജോബ് ടീം  Nb: ഒരു വീഡിയോക് ലൈക് or  ഡിസ്‌ലൈക്ക് കൊടുക്കുന്നത് കാണുന്നവരുടെ സ്വാതന്ത്ര്യം തന്നെ എങ്കിലും ഇത്ര മികച്ച ട്രൈലറിനും 1k യിൽ കൂടുതൽ ഡിസ്‌ലൈക്ക് ഉണ്ടെങ്കിൽ അത് കേവലം ഗീതുവിനോടോ അവരുടെ നിലപാടുകളോടോ ഉള്ള വെറുപ്പ് ആണെന്ന് മനസ്സിലാവുന്നു.. ഇങ്ങനെ ഡിസ്‌ലൈക്ക് അടിക്കുന്നവരോട് പുച്ഛം മാത്രം.. കഴിവിനെ അംഗീകരിക്കാൻ പഠിക്കുക ആദ്യം.,Not_offensive
Nale promo video song eranguvanne..kavya filims chanalil,Not_offensive
Indian cinimayil mamankathe vellan anoruttan Vere janikanam,Not_offensive
Vivek Oberoik dub chaiythirikunath nammade Vinneth chettan aanalo,Not_offensive
Mammokka ningal prayam sherikku 68 ano?,Not_offensive
